ScoreForHonestReporter: , 281 , H_LL_70 , 8.60496 , 38 , 38 , 0
ScoreForHonestReporter: , 282 , H_LL_71 , 11.3012 , 55 , 55 , 0
ScoreForHonestReporter: , 283 , H_LL_72 , 6.47384 , 29 , 29 , 0
ScoreForHonestReporter: , 284 , H_LL_73 , 10.8726 , 51 , 51 , 0
ScoreForHonestReporter: , 285 , H_LL_74 , -2.98635 , 74 , 74 , 0
ScoreForHonestReporter: , 286 , H_LL_75 , 9.69057 , 42 , 42 , 0
ScoreForHonestReporter: , 287 , H_LL_76 , 5.63133 , 25 , 25 , 0
ScoreForHonestReporter: , 288 , H_LL_77 , 12.0275 , 58 , 58 , 0
ScoreForHonestReporter: , 289 , H_LL_78 , 8.39433 , 37 , 37 , 0
ScoreForHonestReporter: , 290 , H_LL_79 , -8.05574 , 75 , 75 , 0
ScoreForHonestReporter: , 291 , H_LL_80 , -3.46508 , 45 , 45 , 0
ScoreForHonestReporter: , 292 , H_LL_81 , 7.17531 , 43 , 43 , 0
ScoreForHonestReporter: , 293 , H_LL_82 , 8.24866 , 36 , 36 , 0
ScoreForHonestReporter: , 294 , H_LL_83 , 9.36327 , 63 , 63 , 0
ScoreForHonestReporter: , 295 , H_LL_84 , 8.79085 , 41 , 41 , 0
ScoreForHonestReporter: , 296 , H_LL_85 , 4.60103 , 20 , 20 , 0
ScoreForHonestReporter: , 297 , H_LL_86 , 12.9322 , 60 , 60 , 0
ScoreForHonestReporter: , 298 , H_LL_87 , 6.40491 , 28 , 28 , 0
ScoreForHonestReporter: , 299 , H_LL_88 , 12.1596 , 56 , 56 , 0
ScoreForHonestReporter: , 300 , H_LL_89 , 11.3058 , 55 , 55 , 0
ScoreForHonestReporter: , 301 , H_LL_90 , 6.05778 , 28 , 28 , 0
ScoreForHonestReporter: , 302 , H_LL_91 , 11.7504 , 56 , 56 , 0
ScoreForHonestReporter: , 303 , H_LL_92 , 7.40534 , 33 , 33 , 0
ScoreForHonestReporter: , 304 , H_LL_93 , 9.49135 , 41 , 41 , 0
ScoreForHonestReporter: , 305 , H_LL_94 , 10.099 , 57 , 57 , 0
ScoreForHonestReporter: , 306 , H_LL_95 , 11.276 , 53 , 53 , 0
ScoreForHonestReporter: , 307 , H_LL_96 , 3.22232 , 56 , 56 , 0
ScoreForHonestReporter: , 308 , H_LL_97 , 4.59007 , 70 , 70 , 0
ScoreForHonestReporter: , 309 , H_LL_98 , 6.16922 , 60 , 60 , 0
ScoreForHonestReporter: , 310 , H_LL_99 , 12.4037 , 56 , 56 , 0
ScoreForHonestReporter: , 311 , H_LL_100 , 8.60524 , 38 , 38 , 0
ScoreForHonestReporter: , 312 , H_LL_101 , 7.44605 , 33 , 33 , 0
ScoreForHonestReporter: , 313 , H_LL_102 , 4.09401 , 18 , 18 , 0
ScoreForHonestReporter: , 314 , H_LL_103 , 7.6513 , 34 , 34 , 0
ScoreForHonestReporter: , 315 , H_LL_104 , 8.69051 , 38 , 38 , 0
ScoreForHonestReporter: , 316 , H_LL_105 , 12.116 , 57 , 57 , 0
ScoreForHonestReporter: , 317 , H_LL_106 , 4.80166 , 66 , 66 , 0
ScoreForHonestReporter: , 318 , H_LL_107 , 11.3192 , 55 , 55 , 0
ScoreForHonestReporter: , 319 , H_LL_108 , 6.39749 , 29 , 29 , 0
ScoreForHonestReporter: , 320 , H_LL_109 , 10.143 , 53 , 53 , 0
ScoreForHonestReporter: , 321 , H_LL_110 , 10.0736 , 47 , 47 , 0
ScoreForHonestReporter: , 322 , H_LL_111 , 8.87688 , 38 , 38 , 0
ScoreForHonestReporter: , 323 , H_LL_112 , 10.7413 , 49 , 49 , 0
ScoreForHonestReporter: , 324 , H_LL_113 , 7.13042 , 32 , 32 , 0
ScoreForHonestReporter: , 325 , H_LL_114 , 11.1651 , 55 , 55 , 0
ScoreForHonestReporter: , 326 , H_LL_115 , 10.4776 , 47 , 47 , 0
ScoreForHonestReporter: , 327 , H_LL_116 , 8.78374 , 38 , 38 , 0
ScoreForHonestReporter: , 328 , H_LL_117 , 8.40088 , 37 , 37 , 0
ScoreForHonestReporter: , 329 , H_LL_118 , -14.6018 , 59 , 59 , 0
ScoreForHonestReporter: , 330 , H_LL_119 , 10.1237 , 44 , 44 , 0
ScoreForHonestReporter: , 331 , H_LL_120 , 10.6258 , 48 , 48 , 0
ScoreForHonestReporter: , 332 , H_LL_121 , 6.81789 , 34 , 34 , 0
